date,year,month,dayofmonth,dayofweek,dayofyear,weekofyear,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,year_weekofyear
482,1,4,28,0,118,18,2,False,False,False,False,False,False,118
483,1,4,29,1,119,18,2,False,False,False,False,False,False,118
484,1,4,30,2,120,18,2,False,True,False,False,False,False,118
485,1,5,1,3,121,18,2,True,False,False,False,False,False,118
486,1,5,2,4,122,18,2,False,False,False,False,False,False,118
487,1,5,3,5,123,18,2,False,False,False,False,False,False,118
488,1,5,4,6,124,18,2,False,False,False,False,False,False,118
489,1,5,5,0,125,19,2,False,False,False,False,False,False,119
490,1,5,6,1,126,19,2,False,False,False,False,False,False,119
491,1,5,7,2,127,19,2,False,False,False,False,False,False,119
492,1,5,8,3,128,19,2,False,False,False,False,False,False,119
493,1,5,9,4,129,19,2,False,False,False,False,False,False,119
494,1,5,10,5,130,19,2,False,False,False,False,False,False,119
495,1,5,11,6,131,19,2,False,False,False,False,False,False,119
496,1,5,12,0,132,20,2,False,False,False,False,False,False,120
497,1,5,13,1,133,20,2,False,False,False,False,False,False,120
498,1,5,14,2,134,20,2,False,False,False,False,False,False,120
499,1,5,15,3,135,20,2,False,False,False,False,False,False,120
500,1,5,16,4,136,20,2,False,False,False,False,False,False,120
501,1,5,17,5,137,20,2,False,False,False,False,False,False,120
502,1,5,18,6,138,20,2,False,False,False,False,False,False,120
503,1,5,19,0,139,21,2,False,False,False,False,False,False,121
504,1,5,20,1,140,21,2,False,False,False,False,False,False,121
505,1,5,21,2,141,21,2,False,False,False,False,False,False,121
506,1,5,22,3,142,21,2,False,False,False,False,False,False,121
507,1,5,23,4,143,21,2,False,False,False,False,False,False,121
508,1,5,24,5,144,21,2,False,False,False,False,False,False,121
509,1,5,25,6,145,21,2,False,False,False,False,False,False,121
510,1,5,26,0,146,22,2,False,False,False,False,False,False,122
511,1,5,27,1,147,22,2,False,False,False,False,False,False,122
512,1,5,28,2,148,22,2,False,False,False,False,False,False,122
513,1,5,29,3,149,22,2,False,False,False,False,False,False,122
514,1,5,30,4,150,22,2,False,False,False,False,False,False,122
515,1,5,31,5,151,22,2,False,True,False,False,False,False,122
516,1,6,1,6,152,22,2,True,False,False,False,False,False,122
517,1,6,2,0,153,23,2,False,False,False,False,False,False,123
518,1,6,3,1,154,23,2,False,False,False,False,False,False,123
519,1,6,4,2,155,23,2,False,False,False,False,False,False,123
520,1,6,5,3,156,23,2,False,False,False,False,False,False,123
521,1,6,6,4,157,23,2,False,False,False,False,False,False,123
522,1,6,7,5,158,23,2,False,False,False,False,False,False,123
523,1,6,8,6,159,23,2,False,False,False,False,False,False,123
524,1,6,9,0,160,24,2,False,False,False,False,False,False,124
525,1,6,10,1,161,24,2,False,False,False,False,False,False,124
526,1,6,11,2,162,24,2,False,False,False,False,False,False,124
527,1,6,12,3,163,24,2,False,False,False,False,False,False,124
528,1,6,13,4,164,24,2,False,False,False,False,False,False,124
529,1,6,14,5,165,24,2,False,False,False,False,False,False,124
530,1,6,15,6,166,24,2,False,False,False,False,False,False,124
531,1,6,16,0,167,25,2,False,False,False,False,False,False,125
532,1,6,17,1,168,25,2,False,False,False,False,False,False,125
533,1,6,18,2,169,25,2,False,False,False,False,False,False,125
534,1,6,19,3,170,25,2,False,False,False,False,False,False,125
535,1,6,20,4,171,25,2,False,False,False,False,False,False,125
536,1,6,21,5,172,25,2,False,False,False,False,False,False,125
537,1,6,22,6,173,25,2,False,False,False,False,False,False,125
538,1,6,23,0,174,26,2,False,False,False,False,False,False,126
539,1,6,24,1,175,26,2,False,False,False,False,False,False,126
540,1,6,25,2,176,26,2,False,False,False,False,False,False,126
541,1,6,26,3,177,26,2,False,False,False,False,False,False,126
542,1,6,27,4,178,26,2,False,False,False,False,False,False,126
543,1,6,28,5,179,26,2,False,False,False,False,False,False,126
544,1,6,29,6,180,26,2,False,False,False,False,False,False,126
545,1,6,30,0,181,27,2,False,True,False,True,False,False,127
546,1,7,1,1,182,27,3,True,False,True,False,False,False,127
547,1,7,2,2,183,27,3,False,False,False,False,False,False,127
548,1,7,3,3,184,27,3,False,False,False,False,False,False,127
549,1,7,4,4,185,27,3,False,False,False,False,False,False,127
550,1,7,5,5,186,27,3,False,False,False,False,False,False,127
551,1,7,6,6,187,27,3,False,False,False,False,False,False,127
552,1,7,7,0,188,28,3,False,False,False,False,False,False,128
553,1,7,8,1,189,28,3,False,False,False,False,False,False,128
554,1,7,9,2,190,28,3,False,False,False,False,False,False,128
555,1,7,10,3,191,28,3,False,False,False,False,False,False,128
556,1,7,11,4,192,28,3,False,False,False,False,False,False,128
557,1,7,12,5,193,28,3,False,False,False,False,False,False,128
558,1,7,13,6,194,28,3,False,False,False,False,False,False,128
559,1,7,14,0,195,29,3,False,False,False,False,False,False,129
560,1,7,15,1,196,29,3,False,False,False,False,False,False,129
561,1,7,16,2,197,29,3,False,False,False,False,False,False,129
562,1,7,17,3,198,29,3,False,False,False,False,False,False,129
563,1,7,18,4,199,29,3,False,False,False,False,False,False,129
564,1,7,19,5,200,29,3,False,False,False,False,False,False,129
565,1,7,20,6,201,29,3,False,False,False,False,False,False,129
566,1,7,21,0,202,30,3,False,False,False,False,False,False,130
567,1,7,22,1,203,30,3,False,False,False,False,False,False,130
568,1,7,23,2,204,30,3,False,False,False,False,False,False,130
569,1,7,24,3,205,30,3,False,False,False,False,False,False,130
570,1,7,25,4,206,30,3,False,False,False,False,False,False,130
571,1,7,26,5,207,30,3,False,False,False,False,False,False,130
572,1,7,27,6,208,30,3,False,False,False,False,False,False,130
573,1,7,28,0,209,31,3,False,False,False,False,False,False,131
574,1,7,29,1,210,31,3,False,False,False,False,False,False,131
575,1,7,30,2,211,31,3,False,False,False,False,False,False,131
576,1,7,31,3,212,31,3,False,True,False,False,False,False,131
577,1,8,1,4,213,31,3,True,False,False,False,False,False,131
578,1,8,2,5,214,31,3,False,False,False,False,False,False,131
579,1,8,3,6,215,31,3,False,False,False,False,False,False,131
580,1,8,4,0,216,32,3,False,False,False,False,False,False,132
581,1,8,5,1,217,32,3,False,False,False,False,False,False,132
582,1,8,6,2,218,32,3,False,False,False,False,False,False,132
583,1,8,7,3,219,32,3,False,False,False,False,False,False,132
584,1,8,8,4,220,32,3,False,False,False,False,False,False,132
585,1,8,9,5,221,32,3,False,False,False,False,False,False,132
586,1,8,10,6,222,32,3,False,False,False,False,False,False,132
587,1,8,11,0,223,33,3,False,False,False,False,False,False,133
588,1,8,12,1,224,33,3,False,False,False,False,False,False,133
589,1,8,13,2,225,33,3,False,False,False,False,False,False,133
590,1,8,14,3,226,33,3,False,False,False,False,False,False,133
591,1,8,15,4,227,33,3,False,False,False,False,False,False,133
592,1,8,16,5,228,33,3,False,False,False,False,False,False,133
593,1,8,17,6,229,33,3,False,False,False,False,False,False,133
594,1,8,18,0,230,34,3,False,False,False,False,False,False,134
595,1,8,19,1,231,34,3,False,False,False,False,False,False,134
596,1,8,20,2,232,34,3,False,False,False,False,False,False,134
597,1,8,21,3,233,34,3,False,False,False,False,False,False,134
598,1,8,22,4,234,34,3,False,False,False,False,False,False,134
599,1,8,23,5,235,34,3,False,False,False,False,False,False,134
600,1,8,24,6,236,34,3,False,False,False,False,False,False,134
601,1,8,25,0,237,35,3,False,False,False,False,False,False,135
602,1,8,26,1,238,35,3,False,False,False,False,False,False,135
603,1,8,27,2,239,35,3,False,False,False,False,False,False,135
604,1,8,28,3,240,35,3,False,False,False,False,False,False,135
605,1,8,29,4,241,35,3,False,False,False,False,False,False,135
606,1,8,30,5,242,35,3,False,False,False,False,False,False,135
607,1,8,31,6,243,35,3,False,True,False,False,False,False,135
608,1,9,1,0,244,36,3,True,False,False,False,False,False,136
609,1,9,2,1,245,36,3,False,False,False,False,False,False,136
610,1,9,3,2,246,36,3,False,False,False,False,False,False,136
611,1,9,4,3,247,36,3,False,False,False,False,False,False,136
612,1,9,5,4,248,36,3,False,False,False,False,False,False,136
613,1,9,6,5,249,36,3,False,False,False,False,False,False,136
614,1,9,7,6,250,36,3,False,False,False,False,False,False,136
615,1,9,8,0,251,37,3,False,False,False,False,False,False,137
616,1,9,9,1,252,37,3,False,False,False,False,False,False,137
617,1,9,10,2,253,37,3,False,False,False,False,False,False,137
618,1,9,11,3,254,37,3,False,False,False,False,False,False,137
619,1,9,12,4,255,37,3,False,False,False,False,False,False,137
620,1,9,13,5,256,37,3,False,False,False,False,False,False,137
621,1,9,14,6,257,37,3,False,False,False,False,False,False,137
622,1,9,15,0,258,38,3,False,False,False,False,False,False,138
623,1,9,16,1,259,38,3,False,False,False,False,False,False,138
624,1,9,17,2,260,38,3,False,False,False,False,False,False,138
625,1,9,18,3,261,38,3,False,False,False,False,False,False,138
626,1,9,19,4,262,38,3,False,False,False,False,False,False,138
627,1,9,20,5,263,38,3,False,False,False,False,False,False,138
628,1,9,21,6,264,38,3,False,False,False,False,False,False,138
629,1,9,22,0,265,39,3,False,False,False,False,False,False,139
630,1,9,23,1,266,39,3,False,False,False,False,False,False,139
631,1,9,24,2,267,39,3,False,False,False,False,False,False,139
632,1,9,25,3,268,39,3,False,False,False,False,False,False,139
633,1,9,26,4,269,39,3,False,False,False,False,False,False,139
634,1,9,27,5,270,39,3,False,False,False,False,False,False,139
635,1,9,28,6,271,39,3,False,False,False,False,False,False,139
636,1,9,29,0,272,40,3,False,False,False,False,False,False,140
637,1,9,30,1,273,40,3,False,True,False,True,False,False,140
638,1,10,1,2,274,40,4,True,False,True,False,False,False,140
639,1,10,2,3,275,40,4,False,False,False,False,False,False,140
640,1,10,3,4,276,40,4,False,False,False,False,False,False,140
641,1,10,4,5,277,40,4,False,False,False,False,False,False,140
642,1,10,5,6,278,40,4,False,False,False,False,False,False,140
643,1,10,6,0,279,41,4,False,False,False,False,False,False,141
644,1,10,7,1,280,41,4,False,False,False,False,False,False,141
645,1,10,8,2,281,41,4,False,False,False,False,False,False,141
646,1,10,9,3,282,41,4,False,False,False,False,False,False,141
647,1,10,10,4,283,41,4,False,False,False,False,False,False,141
648,1,10,11,5,284,41,4,False,False,False,False,False,False,141
649,1,10,12,6,285,41,4,False,False,False,False,False,False,141
650,1,10,13,0,286,42,4,False,False,False,False,False,False,142
651,1,10,14,1,287,42,4,False,False,False,False,False,False,142
652,1,10,15,2,288,42,4,False,False,False,False,False,False,142
653,1,10,16,3,289,42,4,False,False,False,False,False,False,142
654,1,10,17,4,290,42,4,False,False,False,False,False,False,142
655,1,10,18,5,291,42,4,False,False,False,False,False,False,142
656,1,10,19,6,292,42,4,False,False,False,False,False,False,142
657,1,10,20,0,293,43,4,False,False,False,False,False,False,143
658,1,10,21,1,294,43,4,False,False,False,False,False,False,143
659,1,10,22,2,295,43,4,False,False,False,False,False,False,143
660,1,10,23,3,296,43,4,False,False,False,False,False,False,143
661,1,10,24,4,297,43,4,False,False,False,False,False,False,143
662,1,10,25,5,298,43,4,False,False,False,False,False,False,143
663,1,10,26,6,299,43,4,False,False,False,False,False,False,143
664,1,10,27,0,300,44,4,False,False,False,False,False,False,144
665,1,10,28,1,301,44,4,False,False,False,False,False,False,144
666,1,10,29,2,302,44,4,False,False,False,False,False,False,144
667,1,10,30,3,303,44,4,False,False,False,False,False,False,144
668,1,10,31,4,304,44,4,False,True,False,False,False,False,144
669,1,11,1,5,305,44,4,True,False,False,False,False,False,144
670,1,11,2,6,306,44,4,False,False,False,False,False,False,144
671,1,11,3,0,307,45,4,False,False,False,False,False,False,145
672,1,11,4,1,308,45,4,False,False,False,False,False,False,145
673,1,11,5,2,309,45,4,False,False,False,False,False,False,145
674,1,11,6,3,310,45,4,False,False,False,False,False,False,145
675,1,11,7,4,311,45,4,False,False,False,False,False,False,145
676,1,11,8,5,312,45,4,False,False,False,False,False,False,145
677,1,11,9,6,313,45,4,False,False,False,False,False,False,145
678,1,11,10,0,314,46,4,False,False,False,False,False,False,146
679,1,11,11,1,315,46,4,False,False,False,False,False,False,146
680,1,11,12,2,316,46,4,False,False,False,False,False,False,146
681,1,11,13,3,317,46,4,False,False,False,False,False,False,146
682,1,11,14,4,318,46,4,False,False,False,False,False,False,146
683,1,11,15,5,319,46,4,False,False,False,False,False,False,146
684,1,11,16,6,320,46,4,False,False,False,False,False,False,146
685,1,11,17,0,321,47,4,False,False,False,False,False,False,147
686,1,11,18,1,322,47,4,False,False,False,False,False,False,147
687,1,11,19,2,323,47,4,False,False,False,False,False,False,147
688,1,11,20,3,324,47,4,False,False,False,False,False,False,147
689,1,11,21,4,325,47,4,False,False,False,False,False,False,147
690,1,11,22,5,326,47,4,False,False,False,False,False,False,147
691,1,11,23,6,327,47,4,False,False,False,False,False,False,147
692,1,11,24,0,328,48,4,False,False,False,False,False,False,148
693,1,11,25,1,329,48,4,False,False,False,False,False,False,148
694,1,11,26,2,330,48,4,False,False,False,False,False,False,148
695,1,11,27,3,331,48,4,False,False,False,False,False,False,148
696,1,11,28,4,332,48,4,False,False,False,False,False,False,148
697,1,11,29,5,333,48,4,False,False,False,False,False,False,148
698,1,11,30,6,334,48,4,False,True,False,False,False,False,148
699,1,12,1,0,335,49,4,True,False,False,False,False,False,149
700,1,12,2,1,336,49,4,False,False,False,False,False,False,149
701,1,12,3,2,337,49,4,False,False,False,False,False,False,149
702,1,12,4,3,338,49,4,False,False,False,False,False,False,149
703,1,12,5,4,339,49,4,False,False,False,False,False,False,149
704,1,12,6,5,340,49,4,False,False,False,False,False,False,149
705,1,12,7,6,341,49,4,False,False,False,False,False,False,149
706,1,12,8,0,342,50,4,False,False,False,False,False,False,150
707,1,12,9,1,343,50,4,False,False,False,False,False,False,150
708,1,12,10,2,344,50,4,False,False,False,False,False,False,150
709,1,12,11,3,345,50,4,False,False,False,False,False,False,150
710,1,12,12,4,346,50,4,False,False,False,False,False,False,150
711,1,12,13,5,347,50,4,False,False,False,False,False,False,150
712,1,12,14,6,348,50,4,False,False,False,False,False,False,150
713,1,12,15,0,349,51,4,False,False,False,False,False,False,151
714,1,12,16,1,350,51,4,False,False,False,False,False,False,151
715,1,12,17,2,351,51,4,False,False,False,False,False,False,151
716,1,12,18,3,352,51,4,False,False,False,False,False,False,151
717,1,12,19,4,353,51,4,False,False,False,False,False,False,151
718,1,12,20,5,354,51,4,False,False,False,False,False,False,151
719,1,12,21,6,355,51,4,False,False,False,False,False,False,151
720,1,12,22,0,356,52,4,False,False,False,False,False,False,152
721,1,12,23,1,357,52,4,False,False,False,False,False,False,152
722,1,12,24,2,358,52,4,False,False,False,False,False,False,152
723,1,12,26,4,360,52,4,False,False,False,False,False,False,152
724,1,12,27,5,361,52,4,False,False,False,False,False,False,152
725,1,12,28,6,362,52,4,False,False,False,False,False,False,152
726,1,12,29,0,363,1,4,False,False,False,False,False,False,101
727,1,12,30,1,364,1,4,False,False,False,False,False,False,101
728,1,12,31,2,365,1,4,False,True,False,True,False,True,101
729,2,1,1,3,1,1,1,True,False,True,False,True,False,201
730,2,1,2,4,2,1,1,False,False,False,False,False,False,201
731,2,1,3,5,3,1,1,False,False,False,False,False,False,201
732,2,1,4,6,4,1,1,False,False,False,False,False,False,201
733,2,1,5,0,5,2,1,False,False,False,False,False,False,202
734,2,1,6,1,6,2,1,False,False,False,False,False,False,202
735,2,1,7,2,7,2,1,False,False,False,False,False,False,202
736,2,1,8,3,8,2,1,False,False,False,False,False,False,202
737,2,1,9,4,9,2,1,False,False,False,False,False,False,202
738,2,1,10,5,10,2,1,False,False,False,False,False,False,202
739,2,1,11,6,11,2,1,False,False,False,False,False,False,202
740,2,1,12,0,12,3,1,False,False,False,False,False,False,203
741,2,1,13,1,13,3,1,False,False,False,False,False,False,203
742,2,1,14,2,14,3,1,False,False,False,False,False,False,203
743,2,1,15,3,15,3,1,False,False,False,False,False,False,203
744,2,1,16,4,16,3,1,False,False,False,False,False,False,203
745,2,1,17,5,17,3,1,False,False,False,False,False,False,203
746,2,1,18,6,18,3,1,False,False,False,False,False,False,203
747,2,1,19,0,19,4,1,False,False,False,False,False,False,204
748,2,1,20,1,20,4,1,False,False,False,False,False,False,204
749,2,1,21,2,21,4,1,False,False,False,False,False,False,204
750,2,1,22,3,22,4,1,False,False,False,False,False,False,204
751,2,1,23,4,23,4,1,False,False,False,False,False,False,204
752,2,1,24,5,24,4,1,False,False,False,False,False,False,204
753,2,1,25,6,25,4,1,False,False,False,False,False,False,204
754,2,1,26,0,26,5,1,False,False,False,False,False,False,205
755,2,1,27,1,27,5,1,False,False,False,False,False,False,205
756,2,1,28,2,28,5,1,False,False,False,False,False,False,205
757,2,1,29,3,29,5,1,False,False,False,False,False,False,205
758,2,1,30,4,30,5,1,False,False,False,False,False,False,205
759,2,1,31,5,31,5,1,False,True,False,False,False,False,205
760,2,2,1,6,32,5,1,True,False,False,False,False,False,205
761,2,2,2,0,33,6,1,False,False,False,False,False,False,206
762,2,2,3,1,34,6,1,False,False,False,False,False,False,206
763,2,2,4,2,35,6,1,False,False,False,False,False,False,206
764,2,2,5,3,36,6,1,False,False,False,False,False,False,206
765,2,2,6,4,37,6,1,False,False,False,False,False,False,206
766,2,2,7,5,38,6,1,False,False,False,False,False,False,206
767,2,2,8,6,39,6,1,False,False,False,False,False,False,206
768,2,2,9,0,40,7,1,False,False,False,False,False,False,207
769,2,2,10,1,41,7,1,False,False,False,False,False,False,207
770,2,2,11,2,42,7,1,False,False,False,False,False,False,207
771,2,2,12,3,43,7,1,False,False,False,False,False,False,207
772,2,2,13,4,44,7,1,False,False,False,False,False,False,207
773,2,2,14,5,45,7,1,False,False,False,False,False,False,207
774,2,2,15,6,46,7,1,False,False,False,False,False,False,207
775,2,2,16,0,47,8,1,False,False,False,False,False,False,208
776,2,2,17,1,48,8,1,False,False,False,False,False,False,208
777,2,2,18,2,49,8,1,False,False,False,False,False,False,208
778,2,2,19,3,50,8,1,False,False,False,False,False,False,208
779,2,2,20,4,51,8,1,False,False,False,False,False,False,208
780,2,2,21,5,52,8,1,False,False,False,False,False,False,208
781,2,2,22,6,53,8,1,False,False,False,False,False,False,208
782,2,2,23,0,54,9,1,False,False,False,False,False,False,209
783,2,2,24,1,55,9,1,False,False,False,False,False,False,209
784,2,2,25,2,56,9,1,False,False,False,False,False,False,209
785,2,2,26,3,57,9,1,False,False,False,False,False,False,209
786,2,2,27,4,58,9,1,False,False,False,False,False,False,209
787,2,2,28,5,59,9,1,False,True,False,False,False,False,209
788,2,3,1,6,60,9,1,True,False,False,False,False,False,209
789,2,3,2,0,61,10,1,False,False,False,False,False,False,210
790,2,3,3,1,62,10,1,False,False,False,False,False,False,210
791,2,3,4,2,63,10,1,False,False,False,False,False,False,210
792,2,3,5,3,64,10,1,False,False,False,False,False,False,210
793,2,3,6,4,65,10,1,False,False,False,False,False,False,210
794,2,3,7,5,66,10,1,False,False,False,False,False,False,210
795,2,3,8,6,67,10,1,False,False,False,False,False,False,210
796,2,3,9,0,68,11,1,False,False,False,False,False,False,211
797,2,3,10,1,69,11,1,False,False,False,False,False,False,211
798,2,3,11,2,70,11,1,False,False,False,False,False,False,211
799,2,3,12,3,71,11,1,False,False,False,False,False,False,211
800,2,3,13,4,72,11,1,False,False,False,False,False,False,211
801,2,3,14,5,73,11,1,False,False,False,False,False,False,211
802,2,3,15,6,74,11,1,False,False,False,False,False,False,211
803,2,3,16,0,75,12,1,False,False,False,False,False,False,212
804,2,3,17,1,76,12,1,False,False,False,False,False,False,212
805,2,3,18,2,77,12,1,False,False,False,False,False,False,212
806,2,3,19,3,78,12,1,False,False,False,False,False,False,212
807,2,3,20,4,79,12,1,False,False,False,False,False,False,212
808,2,3,21,5,80,12,1,False,False,False,False,False,False,212
809,2,3,22,6,81,12,1,False,False,False,False,False,False,212
810,2,3,23,0,82,13,1,False,False,False,False,False,False,213
811,2,3,24,1,83,13,1,False,False,False,False,False,False,213
812,2,3,25,2,84,13,1,False,False,False,False,False,False,213
813,2,3,26,3,85,13,1,False,False,False,False,False,False,213
814,2,3,27,4,86,13,1,False,False,False,False,False,False,213
815,2,3,28,5,87,13,1,False,False,False,False,False,False,213
816,2,3,29,6,88,13,1,False,False,False,False,False,False,213
817,2,3,30,0,89,14,1,False,False,False,False,False,False,214
818,2,3,31,1,90,14,1,False,True,False,True,False,False,214
819,2,4,1,2,91,14,2,True,False,True,False,False,False,214
820,2,4,2,3,92,14,2,False,False,False,False,False,False,214
821,2,4,3,4,93,14,2,False,False,False,False,False,False,214
822,2,4,4,5,94,14,2,False,False,False,False,False,False,214
823,2,4,5,6,95,14,2,False,False,False,False,False,False,214
824,2,4,6,0,96,15,2,False,False,False,False,False,False,215
825,2,4,7,1,97,15,2,False,False,False,False,False,False,215
